	shluc1	shluc2	shY1	shY2
ENSG00000274468	0	0	0	0
ENSG00000274469	0	0	0	0
ENSG00000274471	67	63	47	51
ENSG00000274472	0	0	0	0
ENSG00000274475	0	0	0	0
ENSG00000274478	0	0	0	0
ENSG00000274481	0	0	0	0
ENSG00000274484	0	0	0	0
ENSG00000274486	0	0	0	0
ENSG00000274487	56	54	96	83
ENSG00000274489	0	0	0	0
ENSG00000274491	0	1	0	0
ENSG00000274492	0	0	0	0
ENSG00000274493	0	0	0	0
ENSG00000274494	0	0	0	0
ENSG00000274499	7	7	8	10
ENSG00000274500	0	0	0	0
ENSG00000274501	3	0	0	4
ENSG00000274502	0	2	0	0
ENSG00000274503	0	0	0	0
ENSG00000274505	1	1	0	0
ENSG00000274507	0	0	0	0
ENSG00000274508	0	0	0	0
ENSG00000274510	0	0	0	0
ENSG00000274512	23	23	19	34
ENSG00000274514	0	1	0	1
ENSG00000274515	2	0	0	0
ENSG00000274516	0	0	0	0
ENSG00000274520	0	0	0	0
ENSG00000274523	866	879	992	967
ENSG00000274525	2	2	1	0
ENSG00000274528	1	4	2	3
ENSG00000274529	0	0	0	0
ENSG00000274532	0	0	0	0
ENSG00000274535	0	0	0	0
ENSG00000274536	0	0	0	0
ENSG00000274541	0	0	0	0
ENSG00000274544	0	0	0	0
ENSG00000274547	0	0	0	0
ENSG00000274549	0	0	0	0
ENSG00000274551	0	0	0	0
ENSG00000274552	0	1	0	0
ENSG00000274553	1	0	0	1
ENSG00000274554	1	10	5	4
ENSG00000274559	0	0	0	0
ENSG00000274560	0	0	0	0
ENSG00000274561	15	12	26	13
ENSG00000274562	0	0	0	0
ENSG00000274565	3	10	15	4
ENSG00000274568	0	0	0	0
ENSG00000274569	0	7	3	2
ENSG00000274570	0	2	2	0
ENSG00000274572	0	0	0	0
ENSG00000274576	0	0	0	0
ENSG00000274578	0	0	2	0
ENSG00000274579	0	0	0	0
ENSG00000274582	0	0	0	0
ENSG00000274583	0	0	0	0
ENSG00000274584	0	0	2	3
ENSG00000274585	0	0	0	0
ENSG00000274588	0	3	0	0
ENSG00000274589	0	0	0	0
ENSG00000274591	0	0	0	0
ENSG00000274594	0	0	2	1
ENSG00000274598	0	0	0	0
ENSG00000274599	0	0	0	0
ENSG00000274600	1	1	3	1
ENSG00000274601	0	0	0	0
ENSG00000274602	49	53	42	13
ENSG00000274603	0	0	0	0
ENSG00000274605	44	41	49	31
ENSG00000274606	0	0	0	0
ENSG00000274607	0	0	0	0
ENSG00000274611	0	0	0	0
ENSG00000274612	0	0	0	0
ENSG00000274614	0	0	1	0
ENSG00000274615	10	3	1	0
ENSG00000274617	0	0	0	0
ENSG00000274618	0	0	0	0
ENSG00000274620	2	12	1	0
ENSG00000274621	0	0	0	0
ENSG00000274624	0	0	0	0
ENSG00000274625	0	0	0	0
ENSG00000274628	6	9	3	1
ENSG00000274629	209	244	282	253
ENSG00000274630	598	671	589	575
ENSG00000274631	0	0	0	0
ENSG00000274632	0	0	0	0
ENSG00000274637	0	0	0	0
ENSG00000274640	0	0	0	0
ENSG00000274641	1	0	0	0
ENSG00000274642	27	20	5	12
ENSG00000274647	0	0	0	0
ENSG00000274649	0	0	0	0
ENSG00000274652	0	0	0	0
ENSG00000274653	71	74	93	98
ENSG00000274654	0	2	0	0
ENSG00000274655	0	0	0	0
ENSG00000274656	0	0	0	0
ENSG00000274658	0	2	0	0
ENSG00000274659	0	0	0	0
ENSG00000274660	0	0	0	0
ENSG00000274662	0	0	0	0
ENSG00000274663	0	0	0	0
ENSG00000274664	0	0	0	0
ENSG00000274666	0	0	0	0
ENSG00000274667	3	6	2	5
ENSG00000274670	0	0	0	0
ENSG00000274677	1	4	2	1
ENSG00000274678	1	2	0	0
ENSG00000274680	0	0	0	0
ENSG00000274682	0	0	0	0
ENSG00000274685	0	1	0	0
ENSG00000274686	0	0	2	0
ENSG00000274688	0	0	0	0
ENSG00000274691	0	1	2	0
ENSG00000274693	0	0	0	4
ENSG00000274695	1	0	0	1
ENSG00000274697	0	0	0	0
ENSG00000274698	0	0	0	0
ENSG00000274701	0	0	0	0
ENSG00000274702	0	0	0	0
ENSG00000274704	0	0	0	0
ENSG00000274705	0	0	0	0
ENSG00000274709	0	0	0	0
ENSG00000274711	0	0	0	0
ENSG00000274712	19	28	27	17
ENSG00000274713	1	3	0	0
ENSG00000274716	0	0	0	0
ENSG00000274717	0	0	0	4
ENSG00000274718	0	0	3	2
ENSG00000274719	0	0	0	0
ENSG00000274721	3	1	0	1
ENSG00000274723	0	0	0	0
ENSG00000274727	0	0	0	0
ENSG00000274730	0	0	0	0
ENSG00000274732	0	0	0	0
ENSG00000274736	0	0	0	0
ENSG00000274737	2	2	2	1
ENSG00000274740	0	0	0	0
ENSG00000274742	0	0	0	0
ENSG00000274744	0	0	0	0
ENSG00000274747	0	0	0	0
ENSG00000274748	0	0	0	0
ENSG00000274749	0	0	0	0
ENSG00000274750	20	20	12	9
ENSG00000274751	3	9	1	2
ENSG00000274752	0	0	0	0
ENSG00000274755	0	0	0	0
ENSG00000274756	16	11	4	10
ENSG00000274758	0	0	0	1
ENSG00000274759	0	0	0	1
ENSG00000274760	0	0	0	0
ENSG00000274764	0	0	0	0
ENSG00000274765	2	2	2	0
ENSG00000274766	0	0	0	0
ENSG00000274767	1	0	0	0
ENSG00000274769	0	0	0	0
ENSG00000274770	0	0	0	0
ENSG00000274772	0	0	0	0
ENSG00000274775	2	3	2	6
ENSG00000274776	1	1	1	0
ENSG00000274777	0	0	0	0
ENSG00000274790	0	0	0	0
ENSG00000274791	0	0	0	0
ENSG00000274792	0	0	0	0
ENSG00000274797	0	0	0	0
ENSG00000274798	1	0	0	0
ENSG00000274799	0	0	0	0
ENSG00000274800	0	0	0	0
ENSG00000274805	0	0	0	0
ENSG00000274808	0	0	0	0
ENSG00000274809	0	0	0	0
ENSG00000274810	0	0	0	0
ENSG00000274813	2	0	0	0
ENSG00000274814	0	0	0	0
ENSG00000274816	0	0	0	2
ENSG00000274817	0	0	0	0
ENSG00000274818	1	2	2	1
ENSG00000274819	0	0	0	0
ENSG00000274820	0	0	0	0
ENSG00000274822	0	0	0	0
ENSG00000274823	0	1	0	0
ENSG00000274824	0	0	0	0
ENSG00000274825	5	6	11	6
ENSG00000274827	0	0	0	0
ENSG00000274828	11	11	4	12
ENSG00000274832	0	0	0	0
ENSG00000274833	0	0	0	0
ENSG00000274834	0	0	0	0
ENSG00000274835	0	3	0	0
ENSG00000274836	0	0	0	0
ENSG00000274837	0	0	0	0
ENSG00000274838	0	0	0	0
ENSG00000274840	0	0	0	0
ENSG00000274841	0	1	0	0
ENSG00000274844	0	0	0	0
ENSG00000274845	0	0	0	0
ENSG00000274847	0	0	0	0
ENSG00000274848	0	0	0	0
ENSG00000274849	0	0	0	0
ENSG00000274852	0	1	0	0
ENSG00000274855	0	0	0	0
ENSG00000274859	16	19	7	26
ENSG00000274860	0	0	0	0
ENSG00000274862	0	0	0	0
ENSG00000274863	0	0	0	0
ENSG00000274864	0	0	0	0
ENSG00000274866	0	0	0	0
ENSG00000274867	0	0	0	0
ENSG00000274868	0	0	0	0
ENSG00000274874	0	0	0	0
ENSG00000274878	1	1	0	0
ENSG00000274879	3	3	1	4
ENSG00000274883	0	0	0	0
ENSG00000274884	0	0	0	0
ENSG00000274886	0	0	0	0
ENSG00000274892	0	0	0	0
ENSG00000274893	0	0	1	0
ENSG00000274895	3	3	0	3
ENSG00000274897	27	20	29	26
ENSG00000274898	0	0	0	2
ENSG00000274899	0	0	0	0
ENSG00000274901	0	0	0	0
ENSG00000274902	0	0	0	0
ENSG00000274903	0	0	0	0
ENSG00000274904	1150	1270	980	988
ENSG00000274915	0	0	0	0
ENSG00000274917	0	0	1	0
ENSG00000274918	0	0	1	3
ENSG00000274919	0	0	0	0
ENSG00000274922	0	1	1	0
ENSG00000274923	0	0	0	0
ENSG00000274925	21	20	10	13
ENSG00000274927	1	2	1	1
ENSG00000274928	0	0	0	0
ENSG00000274929	0	1	0	0
ENSG00000274930	0	0	0	0
ENSG00000274932	0	0	0	0
ENSG00000274933	0	0	0	0
ENSG00000274934	0	0	0	0
ENSG00000274937	0	0	0	0
ENSG00000274940	0	0	0	0
ENSG00000274943	0	8	7	3
ENSG00000274944	0	0	0	0
ENSG00000274949	0	0	1	0
ENSG00000274954	0	0	0	0
ENSG00000274956	5	15	2	3
ENSG00000274962	0	0	0	0
ENSG00000274963	2	1	0	0
ENSG00000274964	24	22	18	14
ENSG00000274966	0	0	0	0
ENSG00000274967	1	0	0	0
ENSG00000274969	0	0	0	0
ENSG00000274970	0	0	0	0
ENSG00000274973	0	0	2	0
ENSG00000274975	0	0	0	0
ENSG00000274976	0	0	2	2
ENSG00000274977	0	0	0	0
ENSG00000274978	0	0	0	0
ENSG00000274979	0	0	0	0
ENSG00000274984	0	0	0	0
ENSG00000274985	80	80	86	94
ENSG00000274986	0	0	0	0
ENSG00000274987	2	1	4	2
ENSG00000274988	0	0	1	0
ENSG00000274993	0	0	0	0
ENSG00000274994	0	0	0	0
ENSG00000274995	0	0	0	0
ENSG00000274996	0	0	0	0
ENSG00000274997	2	0	1	1
ENSG00000274998	0	0	0	0
ENSG00000274999	0	0	0	0
ENSG00000275001	0	0	0	0
ENSG00000275002	0	0	0	0
ENSG00000275004	12	19	14	16
ENSG00000275005	0	0	0	0
ENSG00000275006	0	0	0	0
ENSG00000275011	0	0	0	0
ENSG00000275012	0	0	0	0
ENSG00000275014	0	0	0	0
ENSG00000275015	0	0	0	0
ENSG00000275016	0	0	0	0
ENSG00000275017	0	1	0	0
ENSG00000275022	3	6	6	2
ENSG00000275023	1341	1461	1020	951
ENSG00000275024	0	0	0	0
ENSG00000275025	5	0	2	1
ENSG00000275026	1	3	0	0
ENSG00000275029	0	0	0	0
ENSG00000275030	0	0	0	0
ENSG00000275033	0	0	0	0
ENSG00000275034	0	0	0	0
ENSG00000275036	0	0	0	0
ENSG00000275038	0	0	0	0
ENSG00000275040	0	0	0	0
ENSG00000275041	0	0	0	0
ENSG00000275043	0	0	0	0
ENSG00000275046	0	0	0	0
ENSG00000275048	0	0	0	0
ENSG00000275052	806	964	1007	1027
ENSG00000275054	0	0	0	0
ENSG00000275055	7	6	7	7
ENSG00000275056	2	0	0	1
ENSG00000275060	0	0	0	0
ENSG00000275061	0	0	0	0
ENSG00000275063	0	0	0	0
ENSG00000275064	1	0	0	0
ENSG00000275066	512	628	526	505
ENSG00000275067	0	0	0	0
ENSG00000275068	0	0	0	0
ENSG00000275069	0	0	2	4
ENSG00000275070	0	0	1	1
ENSG00000275071	0	0	0	0
ENSG00000275072	0	0	0	0
ENSG00000275074	84	85	53	46
ENSG00000275075	0	0	0	0
ENSG00000275078	0	0	0	0
ENSG00000275084	1	0	0	0
ENSG00000275088	0	0	0	0
ENSG00000275090	0	0	0	0
ENSG00000275091	1	0	0	3
ENSG00000275092	0	7	2	1
ENSG00000275094	0	0	0	0
ENSG00000275097	0	1	0	0
ENSG00000275101	0	0	0	0
ENSG00000275103	0	0	0	0
ENSG00000275106	2	3	1	1
ENSG00000275107	0	0	0	0
ENSG00000275108	0	0	0	0
ENSG00000275109	0	1	0	0
ENSG00000275110	0	0	0	0
ENSG00000275111	46	61	44	55
ENSG00000275113	0	0	0	0
ENSG00000275115	0	0	0	0
ENSG00000275119	0	0	0	0
ENSG00000275120	30	36	39	26
ENSG00000275121	0	0	0	0
ENSG00000275126	0	0	0	0
ENSG00000275127	0	0	0	0
ENSG00000275128	0	0	0	0
ENSG00000275129	0	0	2	0
ENSG00000275130	0	0	0	0
ENSG00000275131	424	489	308	282
ENSG00000275132	0	0	2	0
ENSG00000275134	0	0	0	0
ENSG00000275138	0	0	0	0
ENSG00000275139	0	0	0	0
ENSG00000275140	2	1	0	0
ENSG00000275141	0	0	0	0
ENSG00000275143	0	0	0	0
ENSG00000275144	0	0	0	0
ENSG00000275146	0	0	0	0
ENSG00000275152	0	0	0	0
ENSG00000275154	0	0	0	0
ENSG00000275155	0	0	1	0
ENSG00000275157	0	0	0	0
ENSG00000275158	0	0	0	0
ENSG00000275160	71	63	63	49
ENSG00000275161	0	0	0	0
ENSG00000275162	0	0	1	0
ENSG00000275163	0	0	0	0
ENSG00000275166	0	0	0	0
ENSG00000275167	0	0	0	0
ENSG00000275170	0	0	0	0
ENSG00000275173	0	0	0	0
ENSG00000275174	0	0	0	0
ENSG00000275178	0	0	0	0
ENSG00000275180	23	25	12	24
ENSG00000275183	103	142	123	121
ENSG00000275185	64	65	81	69
ENSG00000275186	0	0	0	0
ENSG00000275191	3	7	0	2
ENSG00000275194	0	0	0	0
ENSG00000275197	31	32	25	17
ENSG00000275198	0	5	5	1
ENSG00000275201	0	0	0	0
ENSG00000275202	24	40	52	48
ENSG00000275206	0	0	0	0
ENSG00000275207	0	0	0	0
ENSG00000275208	0	0	0	0
ENSG00000275210	0	0	0	0
ENSG00000275212	0	0	0	0
ENSG00000275213	0	0	0	0
ENSG00000275215	0	0	0	0
ENSG00000275216	1749	2088	1389	1354
ENSG00000275219	0	0	0	0
ENSG00000275221	4	3	1	2
ENSG00000275222	0	0	0	0
ENSG00000275223	4	8	8	11
ENSG00000275226	0	0	0	0
ENSG00000275227	0	0	0	1
ENSG00000275228	0	0	0	0
ENSG00000275229	0	0	0	0
ENSG00000275230	0	0	0	0
ENSG00000275231	0	0	0	0
ENSG00000275232	0	0	0	0
ENSG00000275234	0	0	0	1
ENSG00000275236	0	1	0	0
ENSG00000275238	0	0	2	3
ENSG00000275239	0	0	0	0
ENSG00000275243	0	0	0	0
ENSG00000275248	0	0	0	0
ENSG00000275249	0	0	0	0
ENSG00000275250	0	0	0	0
ENSG00000275254	0	0	0	0
ENSG00000275256	0	0	0	0
ENSG00000275259	0	0	0	0
ENSG00000275263	0	1	0	0
ENSG00000275265	0	2	0	0
ENSG00000275266	0	1	0	0
ENSG00000275268	0	0	0	0
ENSG00000275273	0	0	0	0
ENSG00000275278	0	0	0	0
ENSG00000275280	0	0	0	0
ENSG00000275285	0	0	0	0
ENSG00000275286	0	0	0	0
ENSG00000275287	0	0	0	0
ENSG00000275291	0	0	0	0
ENSG00000275293	0	0	0	0
ENSG00000275294	2	5	0	0
ENSG00000275295	0	0	0	0
ENSG00000275296	0	0	0	0
ENSG00000275297	1	0	0	1
ENSG00000275302	0	0	0	0
ENSG00000275305	0	0	0	0
ENSG00000275307	0	0	0	0
ENSG00000275310	0	0	0	0
ENSG00000275312	0	0	0	0
ENSG00000275314	0	0	0	0
ENSG00000275315	0	0	0	0
ENSG00000275318	6	9	6	6
ENSG00000275319	0	0	0	0
ENSG00000275320	0	0	0	0
ENSG00000275322	6	5	3	8
ENSG00000275325	0	0	0	0
ENSG00000275327	0	0	0	0
ENSG00000275328	1	0	1	0
ENSG00000275329	0	2	1	4
ENSG00000275332	0	0	0	0
ENSG00000275334	0	0	0	0
ENSG00000275335	0	0	0	0
ENSG00000275337	0	0	0	0
ENSG00000275339	2	0	0	1
ENSG00000275340	0	0	0	0
ENSG00000275342	138	149	81	110
ENSG00000275343	0	1	0	0
ENSG00000275344	0	0	0	0
ENSG00000275345	0	1	0	1
ENSG00000275348	0	0	0	0
ENSG00000275350	0	0	0	0
ENSG00000275352	0	0	0	0
ENSG00000275355	0	0	0	0
ENSG00000275356	0	0	0	0
ENSG00000275358	0	0	0	0
ENSG00000275359	2	0	0	4
ENSG00000275360	0	0	0	0
ENSG00000275361	0	0	0	0
ENSG00000275362	0	0	0	0
ENSG00000275363	0	0	0	0
ENSG00000275367	2	0	2	1
ENSG00000275371	2	6	2	2
ENSG00000275372	0	0	0	0
ENSG00000275373	0	0	4	0
ENSG00000275374	1	0	1	0
ENSG00000275377	0	0	0	0
ENSG00000275379	0	0	0	0
ENSG00000275381	0	1	2	0
ENSG00000275383	1	0	0	0
ENSG00000275385	0	0	0	0
ENSG00000275386	0	0	0	0
ENSG00000275387	0	0	0	0
ENSG00000275389	1	0	0	0
ENSG00000275390	0	1	0	0
ENSG00000275391	0	0	0	0
ENSG00000275392	0	0	0	0
ENSG00000275393	0	0	0	0
ENSG00000275395	0	1	0	2
ENSG00000275400	0	0	0	0
ENSG00000275401	2	6	0	2
ENSG00000275405	0	0	0	0
ENSG00000275406	0	0	0	0
ENSG00000275409	1	0	0	1
ENSG00000275410	0	1	0	1
ENSG00000275411	0	0	0	0
ENSG00000275413	6	9	12	9
ENSG00000275414	0	0	0	0
ENSG00000275417	0	0	0	0
ENSG00000275418	1	3	0	0
ENSG00000275419	0	0	0	0
ENSG00000275423	0	0	0	0
ENSG00000275426	0	2	4	1
ENSG00000275427	0	0	0	0
ENSG00000275429	0	0	0	0
ENSG00000275431	0	0	0	0
ENSG00000275432	0	0	0	0
ENSG00000275437	34	32	43	52
ENSG00000275438	0	0	0	0
ENSG00000275441	29	34	30	37
ENSG00000275443	0	0	0	0
ENSG00000275445	1	0	0	0
ENSG00000275448	0	0	0	0
ENSG00000275449	0	0	0	0
ENSG00000275450	1	0	1	0
ENSG00000275451	0	0	0	0
ENSG00000275453	0	0	0	0
ENSG00000275454	459	479	410	375
ENSG00000275455	0	0	0	0
ENSG00000275457	96	84	84	87
ENSG00000275458	0	0	0	0
ENSG00000275460	0	0	0	0
ENSG00000275461	0	0	0	0
ENSG00000275464	265	228	218	207
ENSG00000275465	0	0	0	0
ENSG00000275467	2	1	0	0
ENSG00000275468	1	0	1	2
ENSG00000275469	0	0	0	0
ENSG00000275475	0	0	0	0
ENSG00000275476	0	0	0	0
ENSG00000275479	0	1	0	1
ENSG00000275480	0	0	0	0
ENSG00000275481	1	3	1	0
ENSG00000275484	2	2	3	0
ENSG00000275485	0	0	1	2
ENSG00000275488	0	0	0	0
ENSG00000275489	0	0	0	0
ENSG00000275490	0	0	0	0
ENSG00000275491	1	3	2	1
ENSG00000275493	1	0	2	1
ENSG00000275494	0	1	0	3
ENSG00000275496	13	10	0	5
ENSG00000275497	0	0	0	0
ENSG00000275502	0	0	0	0
ENSG00000275503	0	0	0	0
ENSG00000275504	0	0	0	0
ENSG00000275506	0	0	1	3
ENSG00000275508	0	0	0	0
ENSG00000275512	0	0	0	0
ENSG00000275515	0	0	0	1
ENSG00000275516	20	32	17	20
ENSG00000275518	0	0	0	0
ENSG00000275519	0	0	0	0
ENSG00000275520	0	0	0	0
ENSG00000275523	0	0	0	0
ENSG00000275524	0	0	0	0
ENSG00000275527	0	2	1	0
ENSG00000275529	0	0	0	0
ENSG00000275532	3	8	6	5
ENSG00000275538	0	0	0	0
ENSG00000275540	0	0	0	1
ENSG00000275547	0	0	0	0
ENSG00000275549	1	3	1	3
ENSG00000275550	0	0	1	0
ENSG00000275552	12	17	19	9
ENSG00000275553	0	0	0	0
ENSG00000275557	8	8	8	8
ENSG00000275558	0	0	0	0
ENSG00000275559	1	2	3	0
ENSG00000275560	7	19	5	7
ENSG00000275562	1	1	0	0
ENSG00000275563	0	0	0	0
ENSG00000275567	0	0	0	2
ENSG00000275569	0	0	1	2
ENSG00000275572	0	0	0	0
ENSG00000275576	0	2	0	2
ENSG00000275578	0	0	0	0
ENSG00000275580	3	0	1	1
ENSG00000275582	76	61	78	87
ENSG00000275585	0	2	0	0
ENSG00000275586	0	0	0	0
ENSG00000275588	0	0	0	0
ENSG00000275589	0	0	1	0
ENSG00000275591	1	2	0	1
ENSG00000275592	0	0	0	0
ENSG00000275597	0	0	0	0
ENSG00000275598	0	0	0	0
ENSG00000275601	7	9	5	6
ENSG00000275607	0	0	0	0
ENSG00000275609	0	0	0	0
ENSG00000275610	0	0	0	0
ENSG00000275612	0	0	0	0
ENSG00000275613	0	0	0	0
ENSG00000275616	0	0	0	0
ENSG00000275620	0	0	0	1
ENSG00000275625	2	4	1	2
ENSG00000275628	0	0	0	0
ENSG00000275630	0	0	0	0
ENSG00000275631	0	0	0	0
ENSG00000275632	7	16	17	15
ENSG00000275634	0	0	0	0
ENSG00000275635	0	0	0	0
ENSG00000275636	0	0	0	0
ENSG00000275638	4	6	3	3
ENSG00000275640	0	0	0	0
ENSG00000275642	0	0	0	0
ENSG00000275643	0	0	0	0
ENSG00000275645	8	4	1	0
ENSG00000275646	0	0	0	0
ENSG00000275647	0	0	0	0
ENSG00000275649	0	0	0	0
ENSG00000275651	0	0	0	0
ENSG00000275652	0	0	0	0
ENSG00000275654	0	0	0	0
ENSG00000275655	0	0	0	0
ENSG00000275656	0	0	0	0
ENSG00000275661	0	0	0	0
ENSG00000275662	0	0	0	0
ENSG00000275663	0	0	0	0
ENSG00000275664	0	0	0	0
ENSG00000275665	157	200	109	130
ENSG00000275666	0	0	0	1
ENSG00000275667	0	0	0	0
ENSG00000275669	0	0	0	0
ENSG00000275670	0	0	0	0
ENSG00000275672	3	2	0	0
ENSG00000275674	0	0	0	1
ENSG00000275675	0	0	0	0
ENSG00000275676	0	0	0	0
ENSG00000275678	0	0	0	0
ENSG00000275680	0	0	0	0
ENSG00000275681	0	0	0	0
ENSG00000275688	0	0	0	0
ENSG00000275689	0	0	0	0
ENSG00000275691	0	0	0	0
ENSG00000275692	0	0	0	0
ENSG00000275693	0	0	0	0
ENSG00000275695	0	1	0	0
ENSG00000275696	0	0	0	0
ENSG00000275700	961	1034	1301	1293
ENSG00000275703	4	3	0	0
ENSG00000275708	0	0	0	0
ENSG00000275709	2	4	0	0
ENSG00000275710	5	3	1	1
ENSG00000275711	0	0	0	0
ENSG00000275713	17	22	21	11
ENSG00000275714	0	0	2	1
ENSG00000275716	0	0	0	0
ENSG00000275718	0	0	0	0
ENSG00000275719	786	881	722	717
ENSG00000275720	0	0	0	0
ENSG00000275722	0	0	0	0
ENSG00000275725	0	0	0	0
ENSG00000275726	0	0	0	0
ENSG00000275728	0	0	0	0
ENSG00000275733	0	0	0	0
ENSG00000275734	11	17	5	7
ENSG00000275740	0	0	0	0
ENSG00000275741	10	4	1	3
ENSG00000275743	0	0	0	0
ENSG00000275745	0	0	0	0
ENSG00000275747	0	0	0	0
ENSG00000275756	0	0	0	0
ENSG00000275757	1	0	0	0
ENSG00000275759	3	3	1	2
ENSG00000275763	0	0	0	0
ENSG00000275764	41	64	49	48
ENSG00000275765	7	3	3	3
ENSG00000275767	0	0	0	0
ENSG00000275768	0	0	0	0
ENSG00000275769	0	3	2	4
ENSG00000275770	0	0	1	0
ENSG00000275771	0	0	0	0
ENSG00000275772	0	0	0	0
ENSG00000275773	0	0	0	0
ENSG00000275774	0	0	0	0
ENSG00000275776	0	0	0	0
ENSG00000275778	0	0	0	0
ENSG00000275785	0	0	0	0
ENSG00000275787	0	0	0	0
ENSG00000275788	0	0	0	0
ENSG00000275789	0	0	0	0
ENSG00000275791	0	0	0	0
ENSG00000275793	15	14	8	9
ENSG00000275799	0	0	0	0
ENSG00000275800	0	0	0	0
ENSG00000275801	0	0	0	0
ENSG00000275803	0	0	0	0
ENSG00000275805	0	0	0	0
ENSG00000275807	125	174	158	119
ENSG00000275808	0	0	0	0
ENSG00000275810	0	0	0	0
ENSG00000275811	0	0	0	0
ENSG00000275812	0	0	0	0
ENSG00000275816	0	0	0	0
ENSG00000275818	0	0	0	0
ENSG00000275823	0	0	0	0
ENSG00000275826	0	0	0	0
ENSG00000275827	0	0	0	0
ENSG00000275828	0	0	0	0
ENSG00000275830	0	0	0	0
ENSG00000275832	196	256	506	540
ENSG00000275833	12	6	1	2
ENSG00000275834	0	0	0	0
ENSG00000275835	437	477	489	466
ENSG00000275836	0	0	0	0
ENSG00000275839	0	1	0	0
ENSG00000275840	0	0	0	0
ENSG00000275842	0	0	0	0
ENSG00000275846	1	0	0	0
ENSG00000275850	0	0	0	0
ENSG00000275852	0	0	0	0
ENSG00000275853	0	0	0	0
ENSG00000275854	126	129	136	122
ENSG00000275856	0	1	0	0
ENSG00000275857	202	250	260	237
ENSG00000275859	1	2	8	2
ENSG00000275860	0	0	0	0
ENSG00000275862	0	0	0	0
ENSG00000275863	0	0	0	1
ENSG00000275866	0	0	0	0
ENSG00000275868	0	0	0	0
ENSG00000275869	0	0	0	0
ENSG00000275871	0	0	0	0
ENSG00000275874	0	1	0	0
ENSG00000275875	0	0	0	0
ENSG00000275877	0	0	0	0
ENSG00000275878	0	0	0	0
ENSG00000275880	38	40	40	26
ENSG00000275881	0	0	0	1
ENSG00000275882	8	11	12	10
ENSG00000275888	168	248	246	197
ENSG00000275894	0	1	0	4
ENSG00000275895	9	19	5	16
ENSG00000275896	0	0	0	0
ENSG00000275897	0	1	0	0
ENSG00000275898	0	0	0	0
ENSG00000275900	0	0	0	0
ENSG00000275901	0	2	0	0
ENSG00000275902	16	11	9	15
ENSG00000275904	0	0	0	0
ENSG00000275905	0	0	0	0
ENSG00000275906	0	0	0	0
ENSG00000275908	0	0	0	0
ENSG00000275909	0	0	0	0
ENSG00000275910	99	120	98	106
ENSG00000275915	0	0	0	0
ENSG00000275919	0	0	0	0
ENSG00000275923	0	0	0	0
ENSG00000275924	0	0	0	0
ENSG00000275927	0	0	0	0
ENSG00000275928	0	0	0	0
ENSG00000275929	0	0	0	0
ENSG00000275930	1	4	0	0
ENSG00000275933	0	0	0	0
ENSG00000275936	2	6	4	2
ENSG00000275939	0	0	0	0
ENSG00000275940	0	0	0	0
ENSG00000275942	0	0	0	0
ENSG00000275944	0	0	0	0
ENSG00000275945	0	0	0	0
ENSG00000275948	0	0	0	0
ENSG00000275950	0	0	0	0
ENSG00000275953	0	0	0	0
ENSG00000275954	0	0	0	0
ENSG00000275956	2	1	2	0
ENSG00000275958	0	0	0	0
ENSG00000275959	0	0	0	0
ENSG00000275961	0	0	0	0
ENSG00000275963	1	0	0	0
ENSG00000275964	4	3	0	3
ENSG00000275965	0	0	0	0
ENSG00000275967	0	0	0	0
ENSG00000275968	0	0	0	0
ENSG00000275969	0	0	0	0
ENSG00000275971	0	0	0	0
ENSG00000275975	0	0	0	0
ENSG00000275976	0	0	0	0
ENSG00000275978	0	0	0	0
ENSG00000275980	0	0	0	0
ENSG00000275981	0	0	0	0
ENSG00000275982	0	0	0	0
ENSG00000275987	0	0	0	0
ENSG00000275989	0	1	0	0
ENSG00000275992	0	0	0	0
ENSG00000275993	54	49	38	54
ENSG00000275994	0	0	0	0
ENSG00000275995	0	1	0	0
ENSG00000275996	0	0	0	0
ENSG00000275997	0	0	0	0
ENSG00000276002	0	0	0	0
ENSG00000276003	0	0	0	0
ENSG00000276006	0	0	0	0
ENSG00000276007	3	3	2	0
ENSG00000276012	0	2	1	2
ENSG00000276014	0	0	0	0
ENSG00000276015	1	2	0	0
ENSG00000276017	0	0	0	0
ENSG00000276019	0	0	0	0
ENSG00000276023	375	435	490	455
ENSG00000276027	0	0	0	0
ENSG00000276029	0	1	0	0
ENSG00000276030	0	0	1	1
ENSG00000276031	0	0	0	0
ENSG00000276036	0	0	2	3
ENSG00000276039	0	0	0	0
ENSG00000276040	0	0	0	0
ENSG00000276043	1852	2226	1900	1974
ENSG00000276045	165	196	245	211
ENSG00000276046	0	0	0	0
ENSG00000276047	0	0	0	0
ENSG00000276048	0	0	0	0
ENSG00000276050	0	0	0	0
ENSG00000276054	0	0	0	2
ENSG00000276055	0	0	0	0
ENSG00000276057	0	0	0	0
ENSG00000276058	2	0	3	0
ENSG00000276063	0	0	0	0
ENSG00000276064	0	0	0	0
ENSG00000276067	0	0	0	0
ENSG00000276070	0	0	0	0
ENSG00000276071	0	1	5	0
ENSG00000276074	0	0	0	0
ENSG00000276075	2	3	0	0
ENSG00000276076	0	0	0	0
ENSG00000276077	0	0	0	0
ENSG00000276081	0	0	0	0
ENSG00000276083	1	0	0	0
ENSG00000276085	1	0	0	0
ENSG00000276087	0	0	0	0
ENSG00000276088	0	0	0	0
ENSG00000276089	0	0	0	0
